Transaction Date,Post Date,Description,Category,Type,Amount,Memo
11/20/2022,11/21/2022,AMZN Mktp US*HWVCB,Shopping,Sale,-24.1,
11/20/2022,11/21/2022,WALGREENS #,Health & Wellness,Sale,-23.99,
11/20/2022,11/21/2022,AMZN Mktp US*HIVT,Shopping,Sale,-32.22,
11/19/2022,11/20/2022,AMZN Mktp US*HIQWD,Shopping,Sale,-23.28,
11/19/2022,11/20/2022,Amazon.com*HIXQKX,Shopping,Sale,-29.07,
11/17/2022,11/18/2022,Amazon.com*HBHOK,Shopping,Sale,-28.34,
11/15/2022,11/15/2022,AMZN Mktp US*HIG,Shopping,Sale,-107.74,
11/14/2022,11/15/2022,COURSRALZZBFGXPI,Education,Sale,-49.0,
11/14/2022,11/15/2022,SP COLOR WOW,Personal,Sale,-32.88,
11/14/2022,11/15/2022,AMZN Mktp US*HBRQ,Shopping,Sale,-34.47,
11/14/2022,11/15/2022,AMZN Mktp US*HBLXS,Shopping,Sale,-26.93,
11/13/2022,11/14/2022,AMZN Mktp US*HBZG,Shopping,Sale,-30.16,
11/11/2022,11/13/2022,Amazon.com*HBKSXJ,Shopping,Sale,-44.39,
11/12/2022,11/13/2022,Amazon.com*HBQK,Shopping,Sale,-66.4,
11/09/2022,11/09/2022,AMZ*Hulu LLC,Bills & Utilities,Sale,-7.99,
11/07/2022,11/08/2022,Amazon.com*HBKCY,Shopping,Sale,-18.29,
11/04/2022,11/06/2022,Amazon.com*HBHW,Shopping,Sale,-10.66,
11/04/2022,11/06/2022,AMZN Mktp US,Shopping,Return,0.51,
11/02/2022,11/02/2022,Payment Thank You - Web,,Payment,17345.28,
10/29/2022,10/30/2022,Amazon.com*HXA,Shopping,Sale,-12.95,
10/29/2022,10/30/2022,Prime Video *HYI,Shopping,Sale,-5.99,
10/26/2022,10/27/2022,Amazon Tips*HN,Shopping,Sale,-10.0,
10/25/2022,10/26/2022,Amazon.com*HGEIK,Groceries,Sale,-177.34,
10/24/2022,10/24/2022,Payment Thank You - Web,,Payment,200.0,
10/21/2022,10/23/2022,AMZN Mktp US*HBAB,Shopping,Sale,-21.54,
10/21/2022,10/23/2022,Amazon.com*HTTHKJ,Shopping,Sale,-15.11,
10/21/2022,10/23/2022,AMZN Mktp US*HIPF,Shopping,Sale,-50.63,
10/18/2022,10/19/2022,AMZN Mktp US*HTIPWA,Shopping,Sale,-43.31,
10/18/2022,10/19/2022,Amazon.com*HTYJPQ,Shopping,Sale,-62.53,
10/19/2022,10/19/2022,Amazon.com*HTRVX,Shopping,Sale,-12.53,
10/18/2022,10/18/2022,Payment Thank You - Web,,Payment,300.0,
10/17/2022,10/18/2022,Amazon.com*HTNBG,Shopping,Sale,-30.16,
10/17/2022,10/18/2022,AMZN Mktp US*HCF,Shopping,Sale,-12.92,
10/17/2022,10/18/2022,AMZN Mktp US*HTNDTS,Shopping,Sale,-11.84,
10/18/2022,10/18/2022,AMZN Mktp US*HKSOY,Shopping,Sale,-12.92,
10/14/2022,10/16/2022,Amazon.com*KCTK,Shopping,Sale,-55.87,
10/14/2022,10/16/2022,COURSRALZZBFGXPI,Education,Sale,-49.0,
10/12/2022,10/13/2022,Amazon Tips*HTLCI,Shopping,Sale,-10.0,
10/11/2022,10/12/2022,Amazon.com*KMIT,Groceries,Sale,-213.93,
10/09/2022,10/10/2022,AMZ*Hulu LLC,Bills & Utilities,Sale,-6.99,
10/08/2022,10/09/2022,Amazon.com,Shopping,Return,19.22,
10/07/2022,10/09/2022,Amazon.com*KRTG,Shopping,Sale,-16.53,
10/07/2022,10/07/2022,AMZN Mktp US*KCMZ,Shopping,Sale,-7.53,
10/06/2022,10/06/2022,LYFT * RIDE -,Travel,Sale,-66.91,
10/03/2022,10/04/2022,Payment Thank You - Web,,Payment,500.0,
10/02/2022,10/03/2022,Amazon.com*JZEJ,Shopping,Sale,-59.19,
10/02/2022,10/03/2022,AMZN Mktp US*UQD,Shopping,Sale,-46.32,
10/02/2022,10/03/2022,Amazon.com*T,Shopping,Sale,-58.42,
09/30/2022,10/02/2022,AMZN Mktp US*CIA,Shopping,Sale,-42.33,
09/27/2022,09/28/2022,AMZN Mktp US*UIB,Shopping,Sale,-30.16,
09/26/2022,09/27/2022,Amazon.com*UM,Shopping,Sale,-55.18,
09/23/2022,09/25/2022,AMZN Mktp US*ULP,Shopping,Sale,-7.4,
09/24/2022,09/25/2022,Amazon.com*UHQB,Shopping,Sale,-67.44,
09/23/2022,09/23/2022,AMZN Mktp US*MBUWS,Shopping,Sale,-41.73,
09/22/2022,09/22/2022,Amazon.com*MXQKY,Shopping,Sale,-19.22,
09/19/2022,09/20/2022,AMZN Mktp US*MMOXH,Shopping,Sale,-32.31,
09/19/2022,09/20/2022,AMZN Mktp US*MYWPK,Shopping,Sale,-26.18,
09/20/2022,09/20/2022,AMZN Mktp US*MGVP,Shopping,Sale,-42.01,
09/19/2022,09/20/2022,SP POMPONS US,Shopping,Sale,-27.88,
09/14/2022,09/15/2022,COURSRALZZBFGXPI,Education,Sale,-49.0,
09/11/2022,09/12/2022,AMZN Mktp US*FFF,Shopping,Sale,-62.44,
09/10/2022,09/11/2022,CASEYS FOODS,Groceries,Sale,-20.97,
09/09/2022,09/11/2022,AMZ*Hulu LLC,Bills & Utilities,Sale,-6.99,
09/10/2022,09/11/2022,SP DEB PRESUTTO,Shopping,Sale,-434.0,
09/07/2022,09/08/2022,Amazon.com*VRQ,Shopping,Sale,-50.36,
09/07/2022,09/08/2022,AMZN Mktp US*FQOL,Shopping,Sale,-34.46,
09/06/2022,09/06/2022,AMZN Mktp US*VZK,Shopping,Sale,-20.46,
09/04/2022,09/05/2022,AMZN Mktp US,Shopping,Return,94.76,
09/04/2022,09/05/2022,AMZN Mktp US,Shopping,Return,19.38,
09/04/2022,09/05/2022,Amazon.com,Shopping,Return,35.63,
09/03/2022,09/04/2022,Amazon.com*VCHMV,Shopping,Sale,-4.31,
09/02/2022,09/04/2022,Amazon.com*VEC,Shopping,Sale,-12.92,
09/02/2022,09/04/2022,Amazon Tips*VJIN,Shopping,Sale,-10.0,
09/03/2022,09/04/2022,Payment Thank You-Mobile,,Payment,1000.0,
09/04/2022,09/04/2022,AMZN Mktp US*RYCRC,Shopping,Sale,-36.62,
09/01/2022,09/02/2022,Amazon.com*UHZI,Groceries,Sale,-295.78,
08/31/2022,09/01/2022,Amazon.com*VAAQX,Shopping,Sale,-27.46,
08/31/2022,09/01/2022,AMZN Mktp US*ADW,Shopping,Sale,-13.91,
08/31/2022,09/01/2022,SP GORJANA,Shopping,Sale,-167.88,
08/31/2022,09/01/2022,AMZN Mktp US*VPNW,Shopping,Sale,-18.3,
08/30/2022,08/31/2022,AMZN Mktp US*YZLOH,Shopping,Sale,-134.68,
08/30/2022,08/31/2022,AMZN Mktp US*VGM,Shopping,Sale,-58.14,
08/29/2022,08/30/2022,Amazon.com*EECZ,Shopping,Sale,-192.87,
08/21/2022,08/22/2022,AMZN Mktp US*OMEQ,Shopping,Sale,-12.91,
08/21/2022,08/22/2022,Amazon.com*ANPU,Shopping,Sale,-30.26,
08/22/2022,08/22/2022,AMZN Mktp US*CB,Shopping,Sale,-53.78,
08/22/2022,08/22/2022,AMZN Mktp US*EWHX,Shopping,Sale,-16.11,
08/22/2022,08/22/2022,AMZN Mktp US*SODA,Shopping,Sale,-31.11,
08/21/2022,08/22/2022,AMZN Mktp US*DDD,Shopping,Sale,-27.54,
08/21/2022,08/22/2022,AMZN Mktp US*LNBHZ,Shopping,Sale,-21.54,
08/21/2022,08/21/2022,Payment Thank You-Mobile,,Payment,1000.0,
08/21/2022,08/21/2022,Amazon.com*MOWX,Shopping,Sale,-35.63,
08/20/2022,08/21/2022,AMZN Mktp US*IBA,Shopping,Sale,-94.76,
08/21/2022,08/21/2022,Amazon.com*NGXOH,Shopping,Sale,-18.29,
08/19/2022,08/19/2022,SP DIFF EYEWEAR,Health & Wellness,Sale,-119.0,
08/18/2022,08/18/2022,AMZN Mktp US*UKZ,Shopping,Sale,-17.19,
08/18/2022,08/18/2022,AMZN Mktp US*NKYBRE,Shopping,Sale,-53.82,
08/18/2022,08/18/2022,AMZN Mktp US*KVP,Shopping,Sale,-55.41,
08/16/2022,08/17/2022,Amazon.com*JDJW,Shopping,Sale,-8.16,
08/17/2022,08/17/2022,AMZN Mktp US*TKM,Shopping,Sale,-27.69,
08/16/2022,08/17/2022,Amazon.com*UYMX,Shopping,Sale,-11.87,
08/15/2022,08/16/2022,Amazon.com*NAP,Shopping,Sale,-68.3,
08/16/2022,08/16/2022,Amazon.com*CMMX,Shopping,Sale,-53.86,
08/15/2022,08/16/2022,Amazon.com*HKD,Shopping,Sale,-113.93,
08/15/2022,08/16/2022,Amazon.com*FZH,Shopping,Sale,-14.85,
08/15/2022,08/16/2022,Amazon.com*GDBU,Shopping,Sale,-1131.32,
08/14/2022,08/15/2022,COURSRALZZBFGXPI,Education,Sale,-49.0,
08/13/2022,08/14/2022,Payment Thank You-Mobile,,Payment,500.0,
08/13/2022,08/14/2022,Payment Thank You-Mobile,,Payment,1000.0,
08/12/2022,08/12/2022,SP VUORI CLOTHING,Shopping,Sale,-96.6,
08/09/2022,08/10/2022,AMZN Mktp US*IJF,Shopping,Sale,-32.31,
08/09/2022,08/10/2022,AMZ*Hulu LLC,Bills & Utilities,Sale,-6.99,
08/09/2022,08/10/2022,Amazon.com*GEBPQ,Shopping,Sale,-17.83,
08/09/2022,08/09/2022,AMZN Mktp US*GEZD,Shopping,Sale,-56.36,
08/08/2022,08/09/2022,Amazon.com*OEKWH,Shopping,Sale,-116.77,
08/07/2022,08/08/2022,Amazon.com*FWQRIJ,Shopping,Sale,-34.93,
08/03/2022,08/04/2022,Amazon.com*OKRYW,Shopping,Sale,-65.31,
08/01/2022,08/02/2022,AMZN Mktp US*ILHMVQ,Shopping,Sale,-113.28,
07/29/2022,07/31/2022,AMZN Mktp US*SLTMG,Shopping,Sale,-42.3,
07/27/2022,07/27/2022,Payment Thank You - Web,,Payment,1000.0,
07/26/2022,07/27/2022,SP TODDLA,Shopping,Sale,-28.02,
07/26/2022,07/27/2022,AMZ*Protea Nutrition,Groceries,Sale,-55.7,
07/26/2022,07/27/2022,Amazon.com*HMD,Shopping,Sale,-9.25,
07/26/2022,07/27/2022,AMZN Mktp US*IYXV,Shopping,Sale,-61.82,
07/25/2022,07/26/2022,Amazon.com*NVBWIS,Shopping,Sale,-68.68,
07/25/2022,07/26/2022,Fiverr,Personal,Sale,-35.23,
07/23/2022,07/24/2022,AMZN Mktp US*CRPTJG,Shopping,Sale,-236.98,
07/24/2022,07/24/2022,AMZN Mktp US*DLREC,Shopping,Sale,-128.16,
07/21/2022,07/21/2022,Payment Thank You - Web,,Payment,1000.0,
07/19/2022,07/20/2022,Amazon.com*XWUND,Shopping,Sale,-12.37,
07/18/2022,07/19/2022,AMZN Mktp US*RZLB,Shopping,Sale,-29.8,
07/18/2022,07/18/2022,AMZN Mktp US*LIWG,Shopping,Sale,-26.93,
07/17/2022,07/18/2022,Amazon Tips*GNSLE,Shopping,Sale,-10.0,
07/18/2022,07/18/2022,Amazon.com*NOIS,Shopping,Sale,-41.89,
07/18/2022,07/18/2022,AMZN Mktp US*ZREJMP,Shopping,Sale,-23.65,
07/15/2022,07/17/2022,SP CUPSHE,Shopping,Sale,-71.97,
07/15/2022,07/17/2022,SP UPROOT LINT PRO,Shopping,Sale,-21.49,
07/16/2022,07/17/2022,Amazon.com*NJRU,Groceries,Sale,-296.37,
07/14/2022,07/15/2022,COURSRALZZBFGXPI,Education,Sale,-49.0,
07/14/2022,07/15/2022,AMZN Mktp US*TDOS,Shopping,Sale,-90.72,
07/11/2022,07/12/2022,Amazon.com*HXM,Shopping,Sale,-30.21,
07/11/2022,07/12/2022,SP PISH POSH BABY MA,Shopping,Sale,-199.9,
07/10/2022,07/11/2022,Amazon.com*SARO,Shopping,Sale,-39.67,
07/10/2022,07/11/2022,AMZN Mktp US*JORFPX,Shopping,Sale,-48.95,
07/10/2022,07/11/2022,Amazon.com*BEFQS,Shopping,Sale,-14.0,
07/10/2022,07/11/2022,Amazon.com*HEJH,Shopping,Sale,-48.36,
07/09/2022,07/10/2022,AMZ*Hulu LLC,Bills & Utilities,Sale,-6.99,
07/08/2022,07/10/2022,Amazon.com*OVJBY,Shopping,Sale,-63.21,
07/05/2022,07/06/2022,AMZN Mktp US*NIRLXH,Shopping,Sale,-22.44,
07/05/2022,07/06/2022,Amazon.com*DJGES,Shopping,Sale,-15.38,
07/05/2022,07/06/2022,Amazon.com*BWA,Shopping,Sale,-12.15,
07/05/2022,07/06/2022,AMZN Mktp US*CWQF,Shopping,Sale,-16.15,
07/05/2022,07/06/2022,Amazon.com*VBBS,Shopping,Sale,-34.64,
07/04/2022,07/04/2022,Amazon.com*YT,Shopping,Sale,-15.25,
07/02/2022,07/03/2022,AMZN Mktp US*JZRQJ,Shopping,Sale,-28.0,
07/01/2022,07/03/2022,AMZN Mktp US*YWPNM,Shopping,Sale,-30.16,
07/02/2022,07/03/2022,AMZN Mktp US*NK,Shopping,Sale,-34.39,
07/02/2022,07/03/2022,AMZN Mktp US*MVYIH,Shopping,Sale,-36.62,
07/02/2022,07/03/2022,AMZN Mktp US*EYSRW,Shopping,Sale,-12.58,
06/30/2022,07/01/2022,Amazon.com*KDUYU,Shopping,Sale,-21.38,
06/30/2022,07/01/2022,AMZN Mktp US*DFJ,Shopping,Sale,-37.7,
06/30/2022,07/01/2022,AMZN Mktp US*JRVNBG,Shopping,Sale,-34.41,
06/30/2022,07/01/2022,AMZN Mktp US*TGXGFA,Shopping,Sale,-40.95,
06/29/2022,06/30/2022,AMZN Mktp US*HYFBQ,Shopping,Sale,-22.62,
06/29/2022,06/30/2022,Amazon.com*OKRWVH,Shopping,Sale,-157.86,
06/28/2022,06/29/2022,AMZN Mktp US*SZJB,Shopping,Sale,-6.99,
06/28/2022,06/29/2022,AMZN Mktp US*RIPMAZ,Shopping,Sale,-62.48,
06/29/2022,06/29/2022,AMZN Mktp US*ZYWFDK,Shopping,Sale,-10.75,
06/28/2022,06/28/2022,SP TANCEUTICALS,Shopping,Sale,-61.8,
06/27/2022,06/28/2022,AMZN Mktp US*XLVVA,Shopping,Sale,-76.37,
06/26/2022,06/27/2022,AMZ*Protea Nutrition,Groceries,Sale,-55.7,
06/22/2022,06/22/2022,Payment Thank You - Web,,Payment,2000.0,
06/20/2022,06/21/2022,AMZN Mktp US,Shopping,Return,19.16,
06/20/2022,06/21/2022,AMZN Mktp US,Shopping,Return,19.16,
06/20/2022,06/21/2022,AMZN Mktp US,Shopping,Return,19.16,
06/20/2022,06/21/2022,AMZN Mktp US*MIZK,Shopping,Sale,-47.36,
06/21/2022,06/21/2022,Amazon.com*PVTHU,Shopping,Sale,-13.96,
06/21/2022,06/21/2022,AMZN Mktp US*UFEIA,Shopping,Sale,-13.98,
06/19/2022,06/20/2022,Amazon.com*WUI,Groceries,Sale,-333.58,
06/20/2022,06/20/2022,AMZN Mktp US*PDC,Shopping,Sale,-57.48,
06/20/2022,06/20/2022,AMZN Mktp US*WWWFMN,Shopping,Sale,-49.52,
06/20/2022,06/20/2022,AMZN Mktp US*JMS,Shopping,Sale,-29.08,
06/20/2022,06/20/2022,Amazon.com*AGTBF,Shopping,Sale,-130.2,
06/17/2022,06/19/2022,AMZN Mktp US*UXYTY,Shopping,Sale,-14.54,
06/17/2022,06/19/2022,AMZN Mktp US*TVWV,Shopping,Sale,-184.94,
06/18/2022,06/19/2022,AMZN Mktp US*QFUX,Shopping,Sale,-39.53,
06/18/2022,06/19/2022,AMZN Mktp US*KTI,Shopping,Sale,-30.16,
06/19/2022,06/19/2022,AMZN Mktp US*WBSB,Shopping,Sale,-29.84,
06/17/2022,06/17/2022,AMZN Mktp US*EKPYP,Shopping,Sale,-34.41,
06/17/2022,06/17/2022,AMZN Mktp US*XICB,Shopping,Sale,-177.75,
06/13/2022,06/14/2022,Amazon Tips*VDVHB,Shopping,Sale,-10.0,
06/13/2022,06/13/2022,Payment Thank You - Web,,Payment,700.0,
06/12/2022,06/13/2022,AMZN Mktp US*CHML,Shopping,Sale,-51.17,
06/12/2022,06/13/2022,Amazon.com*ZZKNUL,Groceries,Sale,-307.32,
06/11/2022,06/12/2022,AMZN Mktp US*EMNE,Shopping,Sale,-53.98,
06/11/2022,06/12/2022,AMZN Mktp US*EXKAK,Shopping,Sale,-42.72,
06/12/2022,06/12/2022,Prime Video*UAGJY,Shopping,Sale,-5.99,
