Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/21/2022,07/21/2022,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-100.36,
07/21/2022,07/21/2022,DD DOORDASH SWEETGREE,Food & Drink,Sale,-22.23,
07/15/2022,07/17/2022,KIDSNIPS,Personal,Sale,-30.00,
07/15/2022,07/17/2022,DD DOORDASH SUSHINAPE,Food & Drink,Sale,-177.79,
07/14/2022,07/15/2022,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-279.00,
07/14/2022,07/15/2022,LONGEVITY SPA - NAPERV,Health & Wellness,Sale,-639.00,
07/13/2022,07/14/2022,EYE ENCOUNTERS,Health & Wellness,Sale,-65.00,
07/12/2022,07/12/2022,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-100.36,
07/09/2022,07/10/2022,DD DOORDASH AURELIOSP,Food & Drink,Sale,-83.29,
07/07/2022,07/10/2022,TAKING CARA BABIES,Shopping,Return,75.00,
07/09/2022,07/10/2022,CASEYS FOODS,Groceries,Sale,-24.23,
07/07/2022,07/08/2022,CASEYS FOODS,Groceries,Sale,-44.83,
07/07/2022,07/08/2022,TAKING CARA BABIES,Shopping,Sale,-179.00,
07/07/2022,07/08/2022,CLR*StretchZne,Health & Wellness,Sale,-240.00,
07/07/2022,07/07/2022,Payment Thank You - Web,,Payment,6975.05,
07/06/2022,07/07/2022,TAKING CARA BABIES,Shopping,Sale,-75.00,
07/04/2022,07/05/2022,DD DOORDASH LAZYDOG,Food & Drink,Sale,-82.92,
07/01/2022,07/03/2022,DD DOORDASH POKEBROS,Food & Drink,Sale,-62.44,
07/01/2022,07/03/2022,GLO NAIL LOUNGE,Personal,Sale,-130.00,
07/01/2022,07/01/2022,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.00,
06/30/2022,06/30/2022,DD DOORDASH CHIPOTLE,Food & Drink,Sale,-26.55,
06/29/2022,06/30/2022,worldmarket.com,Home,Sale,-149.75,
06/28/2022,06/29/2022,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
06/23/2022,06/24/2022,LULULEMON NAPERVILLE,Shopping,Sale,-94.82,
06/23/2022,06/23/2022,DD DOORDASH POTBELLYS,Food & Drink,Sale,-23.47,
06/21/2022,06/21/2022,AMZN Mktp US*3U7HX91B3,Shopping,Sale,-40.06,
06/20/2022,06/21/2022,DOORDASH*ROCK BOTTOM R,Food & Drink,Sale,-35.91,
06/18/2022,06/19/2022,SQ *TEXAS OUTLAW BBQ,Food & Drink,Sale,-75.00,
06/18/2022,06/19/2022,LULULEMON NAPERVILLE,Shopping,Sale,-136.85,
06/18/2022,06/19/2022,PROTEA NUTRITION,Shopping,Sale,-102.34,
06/18/2022,06/19/2022,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-297.43,
06/17/2022,06/19/2022,TST* Fiamme - Naperville,Food & Drink,Sale,-110.36,
06/17/2022,06/19/2022,WAXING THE CITY,Health & Wellness,Sale,-78.20,
06/15/2022,06/15/2022,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-21.13,
06/15/2022,06/15/2022,DD DOORDASH POTBELLYS,Food & Drink,Sale,-23.47,
06/11/2022,06/12/2022,worldmarket.com,Home,Sale,-127.49,
